drug1_name,drug2_name,drug1_normalized,drug2_normalized,interaction_type
Linezolid,Trifluoperazine,linezolid,trifluoperazine,risk or severity of adverse effects
Linezolid,Flupentixol,linezolid,flupentixol,risk or severity of adverse effects
Linezolid,Quetiapine,linezolid,quetiapine,risk or severity of adverse effects
Linezolid,Aripiprazole,linezolid,aripiprazole,risk or severity of adverse effects
Linezolid,Zuclopenthixol,linezolid,zuclopenthixol,risk or severity of adverse effects
Linezolid,Sertindole,linezolid,sertindole,risk or severity of adverse effects
Linezolid,Amisulpride,linezolid,amisulpride,risk or severity of adverse effects
Ivermectin,Pazopanib,ivermectin,pazopanib,serum concentration
Ivermectin,Silodosin,ivermectin,silodosin,serum concentration
Ivermectin,Topotecan,ivermectin,topotecan,serum concentration
Ivermectin,Fusidic Acid,ivermectin,fusidic acid,serum concentration
Ivermectin,Bosutinib,ivermectin,bosutinib,serum concentration
Ivermectin,Doxorubicin,ivermectin,doxorubicin,serum concentration
Ivermectin,Simvastatin,ivermectin,simvastatin,risk or severity of rhabdomyolysis
Ivermectin,Atorvastatin,ivermectin,atorvastatin,risk or severity of rhabdomyolysis
Ivermectin,Rosuvastatin,ivermectin,rosuvastatin,risk or severity of rhabdomyolysis
Ivermectin,Vemurafenib,ivermectin,vemurafenib,serum concentration
Ivermectin,Rifabutin,ivermectin,rifabutin,metabolism
Ivermectin,Rifampicin,ivermectin,rifampicin,metabolism
Ivermectin,Ketoconazole,ivermectin,ketoconazole,metabolism
Ivermectin,Itraconazole,ivermectin,itraconazole,metabolism
Ivermectin,Clarithromycin,ivermectin,clarithromycin,metabolism
Ivermectin,Darunavir,ivermectin,darunavir,metabolism
Ivermectin,Lopinavir,ivermectin,lopinavir,metabolism
Ivermectin,Amiodarone,ivermectin,amiodarone,metabolism
Ivermectin,Everolimus,ivermectin,everolimus,serum concentration
Ivermectin,Colchicine,ivermectin,colchicine,serum concentration
Ivermectin,Dabigatran etexilate,ivermectin,dabigatran etexilate,serum concentration of active metabolites
Ivermectin,Deferasirox,ivermectin,deferasirox,serum concentration
Ivermectin,Ledipasvir,ivermectin,ledipasvir,serum concentration
Ivermectin,Warfarin,ivermectin,warfarin,anticoagulant activities
Ivermectin,Imatinib,ivermectin,imatinib,metabolism
Ivermectin,Fosamprenavir,ivermectin,fosamprenavir,metabolism
Ivermectin,Verapamil,ivermectin,verapamil,metabolism
Ivermectin,Nilotinib,ivermectin,nilotinib,metabolism
Ivermectin,Olaparib,ivermectin,olaparib,metabolism
Ivermectin,Aprepitant,ivermectin,aprepitant,serum concentration
Ivermectin,Eltrombopag,ivermectin,eltrombopag,serum concentration
Ivermectin,Dasatinib,ivermectin,dasatinib,serum concentration
Bisoprolol,Rivastigmine,bisoprolol,rivastigmine,bradycardic activities
Bisoprolol,Fusidic Acid,bisoprolol,fusidic acid,serum concentration
Bisoprolol,Pseudoephedrine,bisoprolol,pseudoephedrine,atrioventricular blocking (AV block) activities
Bisoprolol,Oxymetazoline,bisoprolol,oxymetazoline,atrioventricular blocking (AV block) activities
Bisoprolol,Xylometazoline,bisoprolol,xylometazoline,atrioventricular blocking (AV block) activities
Bisoprolol,Naphazoline,bisoprolol,naphazoline,atrioventricular blocking (AV block) activities
Bisoprolol,Moxonidine,bisoprolol,moxonidine,atrioventricular blocking (AV block) activities
Bisoprolol,Ergotamine,bisoprolol,ergotamine,atrioventricular blocking (AV block) activities
Bisoprolol,Nifedipine,bisoprolol,nifedipine,risk or severity of congestive heart failure and hypotension
Bisoprolol,Vemurafenib,bisoprolol,vemurafenib,serum concentration
Bisoprolol,Rifabutin,bisoprolol,rifabutin,metabolism
Bisoprolol,Rifampicin,bisoprolol,rifampicin,metabolism
Bisoprolol,Ketoconazole,bisoprolol,ketoconazole,metabolism
Bisoprolol,Itraconazole,bisoprolol,itraconazole,metabolism
Bisoprolol,Clarithromycin,bisoprolol,clarithromycin,metabolism
Bisoprolol,Lopinavir,bisoprolol,lopinavir,metabolism
Bisoprolol,Acemetacin,bisoprolol,acemetacin,therapeutic efficacy
Bisoprolol,Paroxetine,bisoprolol,paroxetine,metabolism
Bisoprolol,Terbinafine,bisoprolol,terbinafine,metabolism
Bisoprolol,Bupropion,bisoprolol,bupropion,metabolism
Bisoprolol,Midostaurin,bisoprolol,midostaurin,metabolism
Bisoprolol,Lacidipine,bisoprolol,lacidipine,hypotensive activities
Bisoprolol,Tamsulosin,bisoprolol,tamsulosin,orthostatic hypotensive activities
Bisoprolol,Carvedilol,bisoprolol,carvedilol,orthostatic hypotensive activities
Bisoprolol,Terazosin,bisoprolol,terazosin,orthostatic hypotensive activities
Bisoprolol,Silodosin,bisoprolol,silodosin,orthostatic hypotensive activities
Bisoprolol,Flupentixol,bisoprolol,flupentixol,orthostatic hypotensive activities
Bisoprolol,Trazodone,bisoprolol,trazodone,orthostatic hypotensive activities
Bisoprolol,Trifluoperazine,bisoprolol,trifluoperazine,orthostatic hypotensive activities
Bisoprolol,Quetiapine,bisoprolol,quetiapine,orthostatic hypotensive activities
Bisoprolol,Zuclopenthixol,bisoprolol,zuclopenthixol,orthostatic hypotensive activities
Bisoprolol,Escitalopram,bisoprolol,escitalopram,orthostatic hypotensive activities
Bisoprolol,Verapamil,bisoprolol,verapamil,orthostatic hypotensive activities
Bisoprolol,Pizotifen,bisoprolol,pizotifen,orthostatic hypotensive activities
Bisoprolol,Amifostine,bisoprolol,amifostine,hypotensive activities
Bisoprolol,Deferasirox,bisoprolol,deferasirox,serum concentration
Bisoprolol,Tadalafil,bisoprolol,tadalafil,antihypertensive activities
Bisoprolol,Vardenafil,bisoprolol,vardenafil,antihypertensive activities
Bisoprolol,Udenafil,bisoprolol,udenafil,antihypertensive activities
Bisoprolol,Avanafil,bisoprolol,avanafil,antihypertensive activities
Bisoprolol,Amiodarone,bisoprolol,amiodarone,therapeutic efficacy
Bisoprolol,Dipyridamole,bisoprolol,dipyridamole,bradycardic activities
Bisoprolol,Fingolimod,bisoprolol,fingolimod,bradycardic activities
Bisoprolol,Mepivacaine,bisoprolol,mepivacaine,serum concentration
Bisoprolol,Propafenone,bisoprolol,propafenone,serum concentration
Bisoprolol,Regorafenib,bisoprolol,regorafenib,bradycardic activities
Bisoprolol,Donepezil,bisoprolol,donepezil,bradycardic activities
Bisoprolol,Neostigmine,bisoprolol,neostigmine,bradycardic activities
Bisoprolol,Memantine,bisoprolol,memantine,bradycardic activities
Bisoprolol,Metoclopramide,bisoprolol,metoclopramide,bradycardic activities
Bisoprolol,Ivabradine,bisoprolol,ivabradine,bradycardic activities
Bisoprolol,Lacosamide,bisoprolol,lacosamide,atrioventricular blocking (AV block) activities
Bisoprolol,Amphotericin B,bisoprolol,amphotericin b,risk or severity of adverse effects
Bisoprolol,Iloprost,bisoprolol,iloprost,risk or severity of adverse effects
Bisoprolol,Isoflurane,bisoprolol,isoflurane,risk or severity of adverse effects
Bisoprolol,Levobupivacaine,bisoprolol,levobupivacaine,risk or severity of adverse effects
Bisoprolol,Levosimendan,bisoprolol,levosimendan,risk or severity of adverse effects
Bisoprolol,Propofol,bisoprolol,propofol,risk or severity of adverse effects
Bisoprolol,Sevoflurane,bisoprolol,sevoflurane,risk or severity of adverse effects
Bisoprolol,Thalidomide,bisoprolol,thalidomide,risk or severity of adverse effects
Bisoprolol,Tretinoin,bisoprolol,tretinoin,risk or severity of adverse effects
Bisoprolol,Furosemide,bisoprolol,furosemide,risk or severity of adverse effects
Bisoprolol,Mannitol,bisoprolol,mannitol,risk or severity of adverse effects
Bisoprolol,Isosorbide Dinitrate,bisoprolol,isosorbide dinitrate,risk or severity of adverse effects
Bisoprolol,Isosorbide Mononitrate,bisoprolol,isosorbide mononitrate,risk or severity of adverse effects
Bisoprolol,Papaverine,bisoprolol,papaverine,risk or severity of adverse effects
Bisoprolol,Dapagliflozin,bisoprolol,dapagliflozin,risk or severity of adverse effects
Bisoprolol,Empagliflozin,bisoprolol,empagliflozin,risk or severity of adverse effects
Bisoprolol,Imatinib,bisoprolol,imatinib,metabolism
Bisoprolol,Fosamprenavir,bisoprolol,fosamprenavir,metabolism
Bisoprolol,Nilotinib,bisoprolol,nilotinib,metabolism
Bisoprolol,Olaparib,bisoprolol,olaparib,metabolism
Bisoprolol,Desipramine,bisoprolol,desipramine,metabolism
Bisoprolol,Diphenhydramine,bisoprolol,diphenhydramine,metabolism
Bisoprolol,Sertraline,bisoprolol,sertraline,metabolism
Bisoprolol,Mirabegron,bisoprolol,mirabegron,metabolism
Bisoprolol,Salmeterol,bisoprolol,salmeterol,bronchodilatory activities
Bisoprolol,Formoterol,bisoprolol,formoterol,bronchodilatory activities
Bisoprolol,Salbutamol,bisoprolol,salbutamol,bronchodilatory activities
Bisoprolol,Terbutaline,bisoprolol,terbutaline,bronchodilatory activities
Bisoprolol,Dobutamine,bisoprolol,dobutamine,bronchodilatory activities
Bisoprolol,Aripiprazole,bisoprolol,aripiprazole,hypotensive activities
Bisoprolol,Aminophylline,bisoprolol,aminophylline,bronchodilatory activities
Bisoprolol,Fentanyl,bisoprolol,fentanyl,bradycardic activities
Bisoprolol,Remifentanil,bisoprolol,remifentanil,bradycardic activities
Bisoprolol,Rasagiline,bisoprolol,rasagiline,hypotensive activities
Bisoprolol,Darunavir,bisoprolol,darunavir,serum concentration
Bisoprolol,Levodopa,bisoprolol,levodopa,orthostatic hypotensive activities
Bisoprolol,Risperidone,bisoprolol,risperidone,hypotensive activities
Bisoprolol,Rilmenidine,bisoprolol,rilmenidine,hypotensive activities
Bisoprolol,Latanoprost,bisoprolol,latanoprost,hypotensive activities
Bisoprolol,Losartan,bisoprolol,losartan,hypotensive activities
Bisoprolol,Moexipril,bisoprolol,moexipril,hypotensive activities
Bisoprolol,Lisinopril,bisoprolol,lisinopril,hypotensive activities
Bisoprolol,Perindopril,bisoprolol,perindopril,hypotensive activities
Bisoprolol,Indapamide,bisoprolol,indapamide,hypotensive activities
Bisoprolol,Eprosartan,bisoprolol,eprosartan,hypotensive activities
Bisoprolol,Bimatoprost,bisoprolol,bimatoprost,hypotensive activities
Bisoprolol,Telmisartan,bisoprolol,telmisartan,hypotensive activities
Bisoprolol,Irbesartan,bisoprolol,irbesartan,hypotensive activities
Bisoprolol,Nitrendipine,bisoprolol,nitrendipine,hypotensive activities
Bisoprolol,Epoprostenol,bisoprolol,epoprostenol,hypotensive activities
Bisoprolol,Penbutolol,bisoprolol,penbutolol,hypotensive activities
Bisoprolol,Terlipressin,bisoprolol,terlipressin,hypotensive activities
Bisoprolol,Nebivolol,bisoprolol,nebivolol,hypotensive activities
Bisoprolol,Manidipine,bisoprolol,manidipine,hypotensive activities
Bisoprolol,Ambrisentan,bisoprolol,ambrisentan,hypotensive activities
Bisoprolol,Riociguat,bisoprolol,riociguat,hypotensive activities
Bisoprolol,Pentoxifylline,bisoprolol,pentoxifylline,hypotensive activities
Bisoprolol,Aprepitant,bisoprolol,aprepitant,serum concentration
Bisoprolol,Pilocarpine,bisoprolol,pilocarpine,risk or severity of adverse effects
Bisoprolol,Varenicline,bisoprolol,varenicline,risk or severity of adverse effects
Bisoprolol,Flurbiprofen,bisoprolol,flurbiprofen,antihypertensive activities
Bisoprolol,Nepafenac,bisoprolol,nepafenac,antihypertensive activities
Bisoprolol,Etodolac,bisoprolol,etodolac,antihypertensive activities
Bisoprolol,Olopatadine,bisoprolol,olopatadine,antihypertensive activities
Bisoprolol,Mefenamic acid,bisoprolol,mefenamic acid,antihypertensive activities
Bisoprolol,Naproxen,bisoprolol,naproxen,antihypertensive activities
Bisoprolol,Meloxicam,bisoprolol,meloxicam,antihypertensive activities
Bisoprolol,Diflunisal,bisoprolol,diflunisal,antihypertensive activities
Bisoprolol,Ketoprofen,bisoprolol,ketoprofen,antihypertensive activities
Bisoprolol,Mycophenolic acid,bisoprolol,mycophenolic acid,antihypertensive activities
Bisoprolol,Ibuprofen,bisoprolol,ibuprofen,antihypertensive activities
Bisoprolol,Leflunomide,bisoprolol,leflunomide,antihypertensive activities
Bisoprolol,Tiaprofenic acid,bisoprolol,tiaprofenic acid,antihypertensive activities
Bisoprolol,Nimesulide,bisoprolol,nimesulide,antihypertensive activities
Bisoprolol,Apremilast,bisoprolol,apremilast,antihypertensive activities
Bisoprolol,Lornoxicam,bisoprolol,lornoxicam,antihypertensive activities
Bisoprolol,Aceclofenac,bisoprolol,aceclofenac,antihypertensive activities
Bisoprolol,Etofenamate,bisoprolol,etofenamate,antihypertensive activities
Bisoprolol,Benzydamine,bisoprolol,benzydamine,antihypertensive activities
Bisoprolol,Glipizide,bisoprolol,glipizide,hypoglycemic activities
Bisoprolol,Gliclazide,bisoprolol,gliclazide,hypoglycemic activities
Bisoprolol,Dasatinib,bisoprolol,dasatinib,serum concentration
Rifabutin,Tolvaptan,rifabutin,tolvaptan,serum concentration
Rifabutin,Trabectedin,rifabutin,trabectedin,serum concentration
Rifabutin,Letermovir,rifabutin,letermovir,serum concentration
Rifabutin,Nifedipine,rifabutin,nifedipine,serum concentration
Rifabutin,Apixaban,rifabutin,apixaban,serum concentration
Rifabutin,Apremilast,rifabutin,apremilast,serum concentration
Rifabutin,Bosutinib,rifabutin,bosutinib,serum concentration
Rifabutin,Lacidipine,rifabutin,lacidipine,serum concentration
Rifabutin,Dienogest,rifabutin,dienogest,serum concentration
Rifabutin,Everolimus,rifabutin,everolimus,serum concentration
Rifabutin,Ibrutinib,rifabutin,ibrutinib,serum concentration
Rifabutin,Fusidic Acid,rifabutin,fusidic acid,serum concentration
Rifabutin,Irinotecan,rifabutin,irinotecan,serum concentration
Rifabutin,Itraconazole,rifabutin,itraconazole,serum concentration
Rifabutin,Ivabradine,rifabutin,ivabradine,serum concentration
Rifabutin,Elvitegravir,rifabutin,elvitegravir,serum concentration of active metabolites
Rifabutin,Ledipasvir,rifabutin,ledipasvir,serum concentration
Rifabutin,Nilotinib,rifabutin,nilotinib,serum concentration
Rifabutin,Sofosbuvir,rifabutin,sofosbuvir,serum concentration
Rifabutin,Olaparib,rifabutin,olaparib,serum concentration
Rifabutin,Nifedipine,rifabutin,nifedipine,risk or severity of hypotension
Rifabutin,Pazopanib,rifabutin,pazopanib,serum concentration
Rifabutin,Ponatinib,rifabutin,ponatinib,serum concentration
Rifabutin,Regorafenib,rifabutin,regorafenib,serum concentration
Rifabutin,Roflumilast,rifabutin,roflumilast,serum concentration
Rifabutin,Tadalafil,rifabutin,tadalafil,serum concentration
Rifabutin,Vemurafenib,rifabutin,vemurafenib,serum concentration
Rifabutin,Etoposide,rifabutin,etoposide,serum concentration
Rifabutin,Doxorubicin,rifabutin,doxorubicin,serum concentration
Rifabutin,Aripiprazole,rifabutin,aripiprazole,serum concentration
Rifabutin,Testosterone,rifabutin,testosterone,metabolism
Rifabutin,Simvastatin,rifabutin,simvastatin,metabolism
Rifabutin,Mebendazole,rifabutin,mebendazole,metabolism
Rifabutin,Losartan,rifabutin,losartan,metabolism
Rifabutin,Midazolam,rifabutin,midazolam,metabolism
Rifabutin,Ergotamine,rifabutin,ergotamine,metabolism
Rifabutin,Nateglinide,rifabutin,nateglinide,metabolism
Rifabutin,Modafinil,rifabutin,modafinil,metabolism
Rifabutin,Roxithromycin,rifabutin,roxithromycin,metabolism
Rifabutin,Diazepam,rifabutin,diazepam,metabolism
Rifabutin,Donepezil,rifabutin,donepezil,metabolism
Rifabutin,Vardenafil,rifabutin,vardenafil,metabolism
Rifabutin,Sirolimus,rifabutin,sirolimus,metabolism
Rifabutin,Isosorbide Dinitrate,rifabutin,isosorbide dinitrate,metabolism
Rifabutin,Granisetron,rifabutin,granisetron,metabolism
Rifabutin,Ondansetron,rifabutin,ondansetron,metabolism
Rifabutin,Zonisamide,rifabutin,zonisamide,metabolism
Rifabutin,Paricalcitol,rifabutin,paricalcitol,metabolism
Rifabutin,Buprenorphine,rifabutin,buprenorphine,metabolism
Rifabutin,Salmeterol,rifabutin,salmeterol,metabolism
Rifabutin,Doxorubicin,rifabutin,doxorubicin,metabolism
Rifabutin,Levobupivacaine,rifabutin,levobupivacaine,metabolism
Rifabutin,Letrozole,rifabutin,letrozole,metabolism
Rifabutin,Busulfan,rifabutin,busulfan,metabolism
Rifabutin,Isosorbide Mononitrate,rifabutin,isosorbide mononitrate,metabolism
Rifabutin,Ketoconazole,rifabutin,ketoconazole,metabolism
Rifabutin,Rifampicin,rifabutin,rifampicin,metabolism
Rifabutin,Nitrendipine,rifabutin,nitrendipine,metabolism
Rifabutin,Atorvastatin,rifabutin,atorvastatin,metabolism
Rifabutin,Dutasteride,rifabutin,dutasteride,metabolism
Rifabutin,Rabeprazole,rifabutin,rabeprazole,metabolism
Rifabutin,Pioglitazone,rifabutin,pioglitazone,metabolism
Rifabutin,Cilostazol,rifabutin,cilostazol,metabolism
Rifabutin,Escitalopram,rifabutin,escitalopram,metabolism
Rifabutin,Domperidone,rifabutin,domperidone,metabolism
